Weight(grams),Price(rupees),Length(cm),Width(cm),Height(cm),Product_Category,Shipping_Distance(kms),Fragility,Urgency,Mode_of_Transport
33481.838974953636,245222.83236166308,136.30257757264727,88.56866232088394,72.21862160019224,Electronics,783.5925333665248,1,3,Land
54831.99889638275,473761.41775396006,454.79741495981085,350.1090568365493,284.4904026646626,Electronics,2671.162682590173,0,4,Air
7272.227276096394,121475.2214293375,260.769348349805,74.81107645823836,295.6053479342621,Electronics,8143.307956774716,1,1,Air
3182.330149488359,139835.9566381416,443.11956150409253,308.98574714339037,211.0762111483533,Electronics,3052.6979166929923,0,3,Air
77002.50382155723,175856.90938934428,439.6092043414116,408.65982041752864,494.217118773502,Electronics,1941.0905705993805,0,3,Air
77748.26074552395,199924.79732851448,58.33680087984075,269.0970728189287,439.15018167378093,Electronics,1673.8104892357214,1,2,Sea
29780.625593649034,119489.9645890432,494.5009903785099,188.30534905948116,76.95835486474445,Electronics,4970.3548794359,1,2,Sea
96002.04894779937,92240.90346758782,288.2995443140409,459.21983635190685,489.6520906696982,Electronics,4420.8873147974955,1,4,Air
63541.09512201615,58462.69317347804,128.51636395952517,243.88797498278475,20.048366038818347,Electronics,789.2446859548002,1,1,Sea
75251.85223656015,408764.0795672554,175.99029748501974,11.282565090441185,144.25248848409336,Electronics,5545.665945059574,1,4,Sea
50653.7467313862,78364.38582702036,70.0398773686654,400.9867879101989,284.9916103636369,Electronics,14271.307793757182,1,1,Air
9076.260449478188,444315.62670952914,143.71256482704666,181.0355317547463,133.98533991098412,Electronics,11306.645086250755,1,1,Sea
49957.219605847655,318247.7671699517,341.8377195967806,174.4274011699952,122.57378914963341,Electronics,6252.087167476192,0,5,Sea
65376.50011962642,132719.7518496172,40.06733940420109,341.43488908696133,238.77569863920303,Electronics,5438.111242454545,1,5,Sea
45129.70717012338,385009.5451067486,117.41218940793418,96.82860327687494,464.78657914433387,Electronics,1997.7286789444918,1,2,Sea
7126.73698591714,391823.71595572477,170.69021047808047,89.65936278868772,392.00672797557905,Electronics,14489.94686271408,1,5,Air
73860.79280933963,37142.79879597169,495.63409004736593,413.9791059228303,270.5842200819947,Electronics,11065.445138296189,0,1,Sea
72101.51318484618,358478.8296137885,473.2492609126731,469.54547095551976,482.63645008203895,Electronics,10330.372272698243,1,5,Sea
33745.46706760723,409911.33696874033,202.90704127767304,371.5708690204515,454.29871239794136,Electronics,14781.547631644838,1,3,Sea
7376.449628894034,145883.8630128471,378.4868113467565,196.82903961923506,94.5136792039975,Electronics,2519.6410350965443,0,3,Sea
32929.31449822469,286739.81369569246,239.49962163592878,49.49918777435684,453.15744572439405,Electronics,6206.159551919031,1,5,Air
95342.29545940421,37444.49153708743,482.3995855861192,357.1072674102773,62.70052061955057,Electronics,4853.446115825232,0,2,Sea
48224.025677269696,214113.68769653412,237.33368887864137,436.4595151719799,108.85954121666704,Electronics,529.5060994405668,1,1,Sea
26636.609357192996,471446.24045655207,154.00461051149114,366.8483474358615,217.66441364858647,Electronics,2307.6484571758556,0,2,Air
30034.34813476619,339655.73376724316,17.328473314963855,376.4775630391194,98.12458359604115,Electronics,118.8638356378246,1,1,Land
38102.66557345475,491610.538396364,154.09542579776328,351.26119958139856,232.3015874393049,Electronics,8251.196957681317,1,3,Sea
64905.84925775678,12668.024442845066,77.47927191594924,117.19552410536583,228.274836632512,Electronics,12945.850015059259,1,1,Sea
64822.531552182474,434228.10808923334,239.3839485094116,325.73824761849323,185.01488846571985,Electronics,8530.367837741309,0,1,Sea
20628.904301960938,338105.7369768629,233.09950582029194,349.25228111943113,212.85983511114958,Electronics,2964.0141176540506,1,2,Air
13045.877860579001,469387.9413960555,128.03447645617817,406.99320914861295,267.11233137247393,Electronics,2243.6476935211504,1,5,Sea
2472.4468991806516,74585.86138927871,477.0633983190998,65.06617661953841,133.9252506789326,Electronics,6695.322513758767,0,1,Air
86942.95229342555,355733.2742172438,151.6668047352422,445.78705874873765,63.61487145054458,Electronics,8135.4341829267805,1,3,Air
48217.4523167424,67080.63463535473,471.95049679066796,135.2575787244952,82.73486428409817,Electronics,886.1581122547094,1,4,Air
42186.733329496245,300416.9441896517,249.47751563417128,372.4711329185021,481.6143981700963,Electronics,13536.588361335276,0,3,Air
44211.071313797715,137099.63334604865,386.42399808815435,197.15386870797929,119.67338871358595,Electronics,906.8940116489509,0,2,Sea
60635.38440104974,128967.21146606641,453.3210244334998,303.899095728373,282.64293469357466,Electronics,9073.114322478463,1,2,Air
89610.14613646819,258457.74118393677,494.18664506329077,377.88819723800964,284.361623403145,Electronics,11314.214155193427,1,2,Sea
76293.38760062141,47905.805605589754,66.03765538368467,97.30732607259185,220.62628039819964,Electronics,6242.182980897426,1,4,Air
58863.66511561058,19205.90957522331,396.9956520334192,425.63684540872856,79.65717957042416,Electronics,9407.165699362104,1,1,Sea
26199.794829359067,129418.18310538155,488.60940327325557,26.357189426180273,248.35436515599153,Electronics,3805.333533632506,1,5,Air
84977.60980395283,29196.720033825342,463.1258968747476,395.7700680187106,445.61132127578225,Electronics,6754.079397116605,0,2,Sea
27841.035814044513,454784.67357167427,486.557431967398,153.5856538105901,329.162553657771,Electronics,7506.695647895328,1,1,Sea
99975.7200024295,21141.85055424132,353.97858606952485,401.3241577206474,402.64326095702904,Electronics,7108.267295259893,1,3,Air
19385.870749343838,220150.79342928252,335.5801710809759,411.23842144099103,397.6109891982585,Electronics,13183.67064556137,0,1,Air
28818.629020943943,156348.84640432548,252.60612992892973,93.07599419146736,330.371676900103,Electronics,9646.613564679774,0,1,Sea
68945.24828547677,417087.9518012745,251.30949755950112,26.5471946593584,413.08406369657865,Electronics,5613.499782500905,0,4,Sea
66933.57600985211,48499.18263734513,69.90056251921155,65.45059267630907,87.60335455564599,Electronics,9014.081238084309,0,2,Air
61746.20365425548,184081.21720744402,308.5024259349986,123.6118878605959,304.8538026914126,Electronics,7553.017939858055,1,3,Air
33159.29138059933,297978.4134724603,274.4921342110023,249.8355613218902,372.9345468475003,Electronics,5887.033576595537,0,3,Air
4377.9985322383,114564.74129648804,267.8171983491096,140.20070719605266,41.82107210233759,Electronics,13293.18871711718,0,3,Air
44581.437672819055,375144.3931515165,115.90797414913807,147.99582235830766,416.17573931065283,Electronics,10416.035170184392,0,4,Air
21302.54987333982,240026.78060601812,117.4810535596647,464.2918180801983,370.71582651086544,Electronics,1729.6616194906858,0,2,Air
11943.804015998052,495081.29480022844,229.7795794919327,51.86839446158384,59.58362177686077,Electronics,8473.918647447668,1,5,Air
90377.79370130444,248233.22408257695,85.36664117716138,103.86235866460677,386.3365580134127,Electronics,10483.252685263382,0,4,Sea
97367.68209232161,215151.6119564675,17.164112261108656,401.4816221935888,170.50140447280916,Electronics,14947.962482153502,1,1,Air
99113.63440812018,117344.4307354744,320.20340359313093,255.67454889012217,122.05344288650694,Electronics,13523.0066666222,1,1,Air
94368.68594327061,276411.19431627815,108.91566751969712,15.36459498683957,449.32722263745904,Electronics,3001.2248411191754,1,2,Sea
95955.01141571911,258880.0944607717,108.43746964691374,330.7773614091618,276.1009023736116,Electronics,7537.347993135072,0,1,Sea
22030.79233845146,155723.73344053022,197.31843689460152,286.81442923071523,261.5041589631048,Electronics,13111.79594030185,0,2,Sea
66117.74689584337,417734.29832605226,360.5966843782267,498.9102920288596,202.53045240354473,Electronics,4330.387568258073,1,2,Sea
98121.0185244138,418405.22218023567,386.26398159200596,332.2447959285283,246.68373797330273,Electronics,11885.99472692324,1,3,Air
98627.44467497752,194138.6224645969,342.99797445422024,206.0051237884752,295.74347146557494,Electronics,9572.144103391664,0,2,Air
41466.22009912319,334806.9524104663,387.0752166055883,278.38452289040697,212.28731369342682,Electronics,7400.805205840708,1,1,Sea
2684.007833246482,349639.3268386621,21.45378256491566,93.77688946957566,172.58720860667026,Electronics,4150.010358942812,0,3,Air
23381.727371635105,481213.1643395476,135.70077001858738,405.1407558890607,138.3298515480499,Electronics,2333.528512260871,0,3,Sea
36243.17068008811,308223.04329442594,248.9773997026223,438.0115642095137,458.4461306177804,Electronics,3126.1035289918236,0,4,Air
30533.87614791183,143886.62298945384,270.11572726389556,253.97432585657134,87.21022298852779,Electronics,1919.7835527917607,0,5,Air
87049.83644115251,29301.347620190027,406.41648513475053,305.4189189851404,267.8903550495058,Electronics,5379.125653372128,1,1,Sea
74491.55508442293,426616.35011806124,287.01636947625195,105.14229919028837,226.90090444550952,Electronics,2875.7237748572084,1,1,Air
12124.36895054536,244398.52057545044,469.18207139893104,453.78182329777803,221.74874805711238,Electronics,14786.421131064797,0,3,Air
34631.601867975274,279019.4282041396,34.86076707197273,233.25910854364776,406.874254374252,Electronics,4860.7565014611655,1,5,Sea
86436.64202291067,290450.8731618665,179.79176866946588,74.62770615956636,343.9407835921972,Electronics,6159.400846607949,1,4,Sea
60641.98376333005,144021.82111938644,384.40926105485784,466.1838394525342,376.87891858360643,Electronics,3606.4850075202503,1,2,Air
26365.19266878475,378420.02927566564,204.12306031694575,55.96012745574721,334.1423102213035,Electronics,9395.082976039326,1,5,Air
38132.734110960555,68836.84268825503,314.16493295864626,243.34921573062033,466.37302518105616,Electronics,5007.733546845433,0,5,Sea
16139.214406262314,165012.20968774875,31.813848283133723,20.424472015451634,448.909564880107,Electronics,11859.951817728894,0,4,Air
30550.748388480504,327206.4101325824,341.64714824770954,335.69770629888365,428.0711382185874,Electronics,14387.125391000285,1,4,Sea
48117.94966305509,141693.54234272882,327.47989569832043,339.75825786240347,298.55957130372855,Electronics,11825.870561463516,0,2,Sea
18123.396895796584,39979.028294814634,361.79099665865783,121.40410981647355,297.866814021804,Electronics,10299.371275836542,0,3,Sea
92691.97168593398,5791.740557237154,175.29417098113558,183.65801669148607,350.16217063466473,Electronics,12582.579629878992,0,2,Air
83232.28422599792,476829.4010834162,68.59735164115608,498.6438746719842,126.85810852271166,Electronics,7200.3746270947595,0,1,Air
35915.140284979345,366059.16075686156,333.1639500191385,451.7913546291239,309.4446710775254,Electronics,14030.616183226923,0,2,Air
33993.11284322853,292553.33630403,170.64778078092644,127.92920036183884,105.46890669468974,Electronics,4814.288930206155,0,4,Sea
13995.338679104558,281535.01334485004,418.0816393579204,224.43415855853235,257.06049028676944,Electronics,8548.440592714962,1,5,Air
88178.29581122809,169253.52371116,294.84064165427344,368.8711805717921,162.47092669324547,Electronics,6122.405950419518,1,1,Air
43660.405715714434,427380.48787160625,106.96070071103456,349.4451360928639,188.11396269231557,Electronics,2095.5795618086486,0,4,Air
40024.0605774299,387310.32714193803,246.2976782025415,415.38743447949616,449.0218080107848,Electronics,6740.88263227635,1,5,Sea
79231.60804810823,249671.77830419134,198.308490181408,156.12543984472885,164.52510967376332,Electronics,14044.13382208278,0,1,Air
5214.369774149968,144077.2124412202,199.43092147641977,308.9875577029913,339.5215018866803,Electronics,505.835644626885,0,1,Air
44364.43587902157,383210.7625643437,422.05884580712166,153.76455445228774,417.3142434073546,Electronics,13208.763367800453,1,4,Air
96343.38013099748,252876.51314591945,98.86821202015693,398.90975370826436,359.5375506446024,Electronics,2405.5820893626815,1,3,Sea
85430.4937743022,96266.32636993667,203.24015284931355,448.88960282539034,158.44002113743397,Electronics,6842.997568571078,0,3,Sea
83180.551134487,9547.794648606317,223.4426815449121,365.4411098719466,412.6468356500402,Electronics,9051.710100937817,1,1,Air
28299.929446322523,352224.9598834967,275.0431138561718,126.50581211932946,113.69053695160233,Electronics,8375.687558657071,0,5,Air
53465.00172688894,461190.8336694083,393.7894498150924,247.29443875180186,395.81919409765703,Electronics,9203.496043646943,0,5,Air
93860.46172556246,419484.49498182425,258.0112125369061,156.53324021188664,206.71241970204446,Electronics,14875.975132111456,0,5,Sea
29328.52923244598,262057.884560033,140.7478028644018,323.548671189787,180.01977423606905,Electronics,1215.0042735368388,1,1,Air
50728.313082885266,304524.5525972826,318.7493187444702,30.132936189824722,127.75654084915679,Electronics,3532.306192991377,0,5,Air
21375.513690748598,357171.8110471755,46.76092891147583,23.203166612329326,297.10981129176287,Electronics,7125.015355428167,0,1,Sea
97536.78422732184,171340.0601943027,424.0041963238021,343.9010744022575,121.3559743802903,Electronics,3425.502990962554,0,3,Sea
34134.27545701934,211318.15985118627,332.10018190309535,457.5086594854812,400.61755610049624,Electronics,8267.025459942774,1,2,Sea
64634.274501906,128028.46618465074,126.94579483474519,42.978764519866864,326.99604090289216,Electronics,7337.236798973363,0,3,Air
99333.63024578364,372926.2874679422,249.98609066157675,428.6879729517882,403.12690778122146,Electronics,4761.274162299397,0,5,Sea
64084.74858939924,300869.3652999471,434.66150034906923,321.7522250325153,318.0716137230165,Electronics,835.2988863687242,0,1,Sea
33833.70341031017,304024.4130520412,246.93292068581934,245.37802722313012,72.30363008831557,Electronics,11810.24846624983,0,5,Air
3709.6674051143586,146461.1953725382,260.9497375845964,205.4574896666606,393.8059711240545,Electronics,607.8261248583545,0,4,Sea
5771.794369112143,277772.9162199661,427.595673882738,18.488702071878325,31.629865186440465,Electronics,13700.377414142444,0,1,Air
97975.06428341157,216142.43781664807,475.6588500085016,108.63530968231846,203.60227619636518,Electronics,1599.333137429853,1,2,Sea
50380.793404295575,279721.97688159766,35.1018896380652,263.0296357323207,325.32596395421916,Electronics,10458.452890473583,1,5,Air
55353.72377014654,39672.193669876,165.54962562289435,26.26587755424896,426.2677274199755,Electronics,959.0620246261075,1,5,Air
48776.20871748412,164851.80971301513,213.81138695259577,172.94329126455818,132.95705539896778,Electronics,14583.202954929515,0,5,Sea
48065.6068677599,346067.5541569037,308.4068601163714,237.25716732945276,191.95458802875422,Electronics,13079.673152669491,0,5,Sea
41603.91093929021,264488.51966006134,230.45564741067665,16.883512351417806,191.3740720856758,Electronics,11959.955840056467,1,4,Air
84532.8867412318,473727.08773578185,228.4723838450181,91.06768711862584,378.38179576025624,Electronics,11442.60468542493,1,4,Air
80223.08842199741,435481.22281858104,476.98740234149943,359.3185729093582,14.917871689239423,Electronics,11904.394702556576,1,5,Air
22445.736363375494,477005.7504903193,410.8040914393663,441.9129372116425,437.09171534723725,Electronics,11305.864830599596,1,5,Air
91533.01532655145,360462.197756505,142.3015036465389,275.6533243167949,203.29609664506407,Electronics,14282.10679601457,1,4,Air
88407.12536460289,155245.71931481606,485.166626731793,95.12710913311695,384.1541991698258,Electronics,4069.8489755506716,0,3,Sea
76079.0477312255,113224.86795693426,427.87943173024075,346.7993116988266,469.199319009377,Electronics,6456.136851444277,0,3,Sea
67278.4752468279,323002.3968308213,88.77370744447245,242.1694412500729,429.02658987643605,Electronics,12002.068210969597,1,5,Sea
95099.90609766298,436889.6151390115,174.2207227884445,209.33560443683265,368.62088053848987,Electronics,10810.318540311435,1,3,Air
62043.34311851255,371661.4603030201,150.7412642134916,308.57275769333955,184.82427149176257,Electronics,12729.471010804846,0,2,Sea
78622.34115315681,307412.7023306626,164.2079023411882,496.65988527078815,312.11880890002226,Electronics,5632.930695300492,0,5,Air
66185.74931414987,120414.57487134624,53.1258426226548,483.6008115670596,56.917101048332334,Electronics,6375.964131110029,0,1,Air
77781.84436994907,92028.85398078202,333.76738049015404,402.31590798375447,313.8389686433621,Electronics,11563.781698582867,0,1,Sea
68271.51116393431,427898.9351515325,320.96395542840804,217.50170861861974,89.12785405944126,Electronics,7612.196834354735,1,4,Sea
27773.858630678988,98325.84197785018,445.2697359615531,17.244532416311497,75.5132775682477,Electronics,14762.881397976847,1,5,Sea
86860.10645545366,225133.29238217833,214.86395431203712,380.9722959494504,101.24906642351333,Electronics,9367.867314606412,1,3,Sea
90369.93968927517,331459.7938523044,359.5114937221695,158.79828877672048,428.5275546320469,Electronics,3284.9179134528345,1,2,Sea
79039.62563244405,132119.40872308653,72.93963718653455,51.941740979479825,334.29092025644474,Electronics,7429.84636083542,0,5,Air
17349.379819631227,154937.9888085109,379.4995273086962,126.18633972757895,467.8679496647969,Electronics,7096.736931341488,0,4,Sea
93054.364379083,331005.32900232176,424.19528862575305,303.590469811567,450.76324749767554,Electronics,13683.219005097506,1,1,Air
31658.853616862332,24877.782044257987,195.99694484753653,149.36013963784296,61.52020396000201,Electronics,11478.38632517524,1,2,Sea
25714.087394658207,176.34811481783828,266.1417087802305,107.54206222158378,99.36982734830735,Electronics,463.76431209294844,0,3,Air
50152.79884448832,194364.96791830764,261.2512647641959,220.79519194254462,313.2556679551008,Electronics,3273.4086827506694,1,3,Air
